dataset: 29514, train_set: 27000, val_set: 2514
(train)===> Epoch[44/1000]): Loss: 0.15389019868949375 Acc: 25545
(train)===> Epoch[45/1000]): Loss: 0.14945917165973133 Acc: 25556
(train)===> Epoch[46/1000]): Loss: 0.15207188691492599 Acc: 25561
(train)===> Epoch[47/1000]): Loss: 0.15103917913135317 Acc: 25554
(train)===> Epoch[48/1000]): Loss: 0.1506888931993209 Acc: 25572
(train)===> Epoch[49/1000]): Loss: 0.14628009830829372 Acc: 25580
(train)===> Epoch[50/1000]): Loss: 0.14726279613135002 Acc: 25630
(train)===> Epoch[51/1000]): Loss: 0.14716173934964832 Acc: 25620
(validation)===> Epoch[51/1000]): Acc: 0.9451121794871795
(train)===> Epoch[52/1000]): Loss: 0.14646953703601126 Acc: 25596
(train)===> Epoch[53/1000]): Loss: 0.14318215418739716 Acc: 25650
(train)===> Epoch[54/1000]): Loss: 0.1427156949933451 Acc: 25636
(train)===> Epoch[55/1000]): Loss: 0.1451377534792004 Acc: 25631
(train)===> Epoch[56/1000]): Loss: 0.14376885334202344 Acc: 25612
(train)===> Epoch[57/1000]): Loss: 0.1427719125749805 Acc: 25650
(train)===> Epoch[58/1000]): Loss: 0.1434765428950626 Acc: 25659
(train)===> Epoch[59/1000]): Loss: 0.14217705414088488 Acc: 25676
(train)===> Epoch[60/1000]): Loss: 0.14186948747540007 Acc: 25627
(train)===> Epoch[61/1000]): Loss: 0.1380958570800101 Acc: 25697
(validation)===> Epoch[61/1000]): Acc: 0.9487179487179487
(train)===> Epoch[62/1000]): Loss: 0.14049958258938064 Acc: 25655
(train)===> Epoch[63/1000]): Loss: 0.13753031332249308 Acc: 25684
(train)===> Epoch[64/1000]): Loss: 0.1399961619985217 Acc: 25636
(train)===> Epoch[65/1000]): Loss: 0.1372516495120355 Acc: 25673
(train)===> Epoch[66/1000]): Loss: 0.13625896333621676 Acc: 25663
(train)===> Epoch[67/1000]): Loss: 0.1369381970958232 Acc: 25698
(train)===> Epoch[68/1000]): Loss: 0.13242153760107722 Acc: 25709
(train)===> Epoch[69/1000]): Loss: 0.1369161695250777 Acc: 25658
(train)===> Epoch[70/1000]): Loss: 0.1318044840289621 Acc: 25734
(train)===> Epoch[71/1000]): Loss: 0.13387651906974798 Acc: 25737
(validation)===> Epoch[71/1000]): Acc: 0.9475160256410257
(train)===> Epoch[72/1000]): Loss: 0.13266319897016982 Acc: 25712
(train)===> Epoch[73/1000]): Loss: 0.1325791192787418 Acc: 25709
(train)===> Epoch[74/1000]): Loss: 0.1356319151730266 Acc: 25719
(train)===> Epoch[75/1000]): Loss: 0.13502456808812266 Acc: 25709
(train)===> Epoch[76/1000]): Loss: 0.13261124380640768 Acc: 25708
(train)===> Epoch[77/1000]): Loss: 0.13027035511782362 Acc: 25745
(train)===> Epoch[78/1000]): Loss: 0.13401266784714694 Acc: 25701
(train)===> Epoch[79/1000]): Loss: 0.12995331423388098 Acc: 25730
(train)===> Epoch[80/1000]): Loss: 0.13371031669426411 Acc: 25722
(train)===> Epoch[81/1000]): Loss: 0.1314941408807266 Acc: 25738
(validation)===> Epoch[81/1000]): Acc: 0.9475160256410257
(train)===> Epoch[82/1000]): Loss: 0.1260823173328986 Acc: 25769
(train)===> Epoch[83/1000]): Loss: 0.1302913640782839 Acc: 25785
(train)===> Epoch[84/1000]): Loss: 0.13009714500673317 Acc: 25768
(train)===> Epoch[85/1000]): Loss: 0.12598503031491382 Acc: 25745
(train)===> Epoch[86/1000]): Loss: 0.12896694970314962 Acc: 25740
(train)===> Epoch[87/1000]): Loss: 0.1243166306460909 Acc: 25774
(train)===> Epoch[88/1000]): Loss: 0.12666166941425144 Acc: 25745
(train)===> Epoch[89/1000]): Loss: 0.12430721058592092 Acc: 25806
(train)===> Epoch[90/1000]): Loss: 0.12703250271142105 Acc: 25772
(train)===> Epoch[91/1000]): Loss: 0.12873878126030439 Acc: 25730
(validation)===> Epoch[91/1000]): Acc: 0.9487179487179487
(train)===> Epoch[92/1000]): Loss: 0.12192792642746557 Acc: 25802
(train)===> Epoch[93/1000]): Loss: 0.12405945980067487 Acc: 25818
(train)===> Epoch[94/1000]): Loss: 0.11998672272806504 Acc: 25805
(train)===> Epoch[95/1000]): Loss: 0.12485601668049207 Acc: 25771
(train)===> Epoch[96/1000]): Loss: 0.12186300993903659 Acc: 25815
(train)===> Epoch[97/1000]): Loss: 0.12130178938975945 Acc: 25842
(train)===> Epoch[98/1000]): Loss: 0.12488825465253857 Acc: 25792
(train)===> Epoch[99/1000]): Loss: 0.12326182273267428 Acc: 25773
(train)===> Epoch[100/1000]): Loss: 0.11949453867016237 Acc: 25823
(train)===> Epoch[101/1000]): Loss: 0.12050306606781182 Acc: 25828
(validation)===> Epoch[101/1000]): Acc: 0.9487179487179487
(train)===> Epoch[102/1000]): Loss: 0.12077674642647683 Acc: 25845
(train)===> Epoch[103/1000]): Loss: 0.11764154603125224 Acc: 25857
(train)===> Epoch[104/1000]): Loss: 0.12197007346376247 Acc: 25812
(train)===> Epoch[105/1000]): Loss: 0.11796149804374105 Acc: 25865
(train)===> Epoch[106/1000]): Loss: 0.11999101887707042 Acc: 25803
(train)===> Epoch[107/1000]): Loss: 0.11659433539169274 Acc: 25859
(train)===> Epoch[108/1000]): Loss: 0.11539907645956204 Acc: 25879
(train)===> Epoch[109/1000]): Loss: 0.11661193133586234 Acc: 25890
(train)===> Epoch[110/1000]): Loss: 0.11873378444931991 Acc: 25835
(train)===> Epoch[111/1000]): Loss: 0.11409058286465543 Acc: 25882
(validation)===> Epoch[111/1000]): Acc: 0.952323717948718
(train)===> Epoch[112/1000]): Loss: 0.11643018422652739 Acc: 25852
(train)===> Epoch[113/1000]): Loss: 0.11799841832077557 Acc: 25829
(train)===> Epoch[114/1000]): Loss: 0.11771388917789741 Acc: 25816
(train)===> Epoch[115/1000]): Loss: 0.1156977695145263 Acc: 25879
(train)===> Epoch[116/1000]): Loss: 0.11688246308093682 Acc: 25836
(train)===> Epoch[117/1000]): Loss: 0.113818648012439 Acc: 25848
(train)===> Epoch[118/1000]): Loss: 0.11419392664719921 Acc: 25899
(train)===> Epoch[119/1000]): Loss: 0.11390771081056146 Acc: 25892
(train)===> Epoch[120/1000]): Loss: 0.11145549085690268 Acc: 25919
(train)===> Epoch[121/1000]): Loss: 0.11636711412823957 Acc: 25830
(validation)===> Epoch[121/1000]): Acc: 0.953926282051282
(train)===> Epoch[122/1000]): Loss: 0.11176417629077431 Acc: 25916
(train)===> Epoch[123/1000]): Loss: 0.11344908287576151 Acc: 25881
(train)===> Epoch[124/1000]): Loss: 0.10839526736201836 Acc: 25918
(train)===> Epoch[125/1000]): Loss: 0.1130813347339418 Acc: 25861
(train)===> Epoch[126/1000]): Loss: 0.11065141456710476 Acc: 25908
(train)===> Epoch[127/1000]): Loss: 0.10915181536731842 Acc: 25912
(train)===> Epoch[128/1000]): Loss: 0.11126105010403313 Acc: 25908
(train)===> Epoch[129/1000]): Loss: 0.1078477742685771 Acc: 25925
(train)===> Epoch[130/1000]): Loss: 0.11037837497606848 Acc: 25906
(train)===> Epoch[131/1000]): Loss: 0.10989805745434304 Acc: 25900
(validation)===> Epoch[131/1000]): Acc: 0.9471153846153846
(train)===> Epoch[132/1000]): Loss: 0.11182294716071912 Acc: 25924
(train)===> Epoch[133/1000]): Loss: 0.1086924314021073 Acc: 25952
(train)===> Epoch[134/1000]): Loss: 0.11033930802925755 Acc: 25883
(train)===> Epoch[135/1000]): Loss: 0.10794895744468855 Acc: 25931
(train)===> Epoch[136/1000]): Loss: 0.10688556444492721 Acc: 25947
(train)===> Epoch[137/1000]): Loss: 0.10715269747758696 Acc: 25959
(train)===> Epoch[138/1000]): Loss: 0.10922787394241879 Acc: 25916
(train)===> Epoch[139/1000]): Loss: 0.10810936744061624 Acc: 25924
(train)===> Epoch[140/1000]): Loss: 0.10691046743540898 Acc: 25938
(train)===> Epoch[141/1000]): Loss: 0.10663039447859171 Acc: 25942
(validation)===> Epoch[141/1000]): Acc: 0.953926282051282
(train)===> Epoch[142/1000]): Loss: 0.1043361970345156 Acc: 25968
(train)===> Epoch[143/1000]): Loss: 0.10466045746911588 Acc: 25956
(train)===> Epoch[144/1000]): Loss: 0.10629787185448367 Acc: 25998
(train)===> Epoch[145/1000]): Loss: 0.10531972173043921 Acc: 25974
(train)===> Epoch[146/1000]): Loss: 0.10447438089995512 Acc: 25956
(train)===> Epoch[147/1000]): Loss: 0.10547024326624611 Acc: 25946
(train)===> Epoch[148/1000]): Loss: 0.10207832129915503 Acc: 25979
(train)===> Epoch[149/1000]): Loss: 0.10531572160485805 Acc: 25935
(train)===> Epoch[150/1000]): Loss: 0.10570796663184912 Acc: 25936
(train)===> Epoch[151/1000]): Loss: 0.10287638902089027 Acc: 25970
(validation)===> Epoch[151/1000]): Acc: 0.9491185897435898
(train)===> Epoch[152/1000]): Loss: 0.10321305388244063 Acc: 25966
(train)===> Epoch[153/1000]): Loss: 0.10089789141155331 Acc: 26007
(train)===> Epoch[154/1000]): Loss: 0.10059924345383883 Acc: 25994
(train)===> Epoch[155/1000]): Loss: 0.10275474334945302 Acc: 25957
(train)===> Epoch[156/1000]): Loss: 0.10068494798681935 Acc: 26019
(train)===> Epoch[157/1000]): Loss: 0.10340142192765896 Acc: 25945
(train)===> Epoch[158/1000]): Loss: 0.10078107609884752 Acc: 25983
(train)===> Epoch[159/1000]): Loss: 0.10119713255980729 Acc: 25985
(train)===> Epoch[160/1000]): Loss: 0.1004419863277121 Acc: 25992
(train)===> Epoch[161/1000]): Loss: 0.10256846479168984 Acc: 25976
(validation)===> Epoch[161/1000]): Acc: 0.9467147435897436
(train)===> Epoch[162/1000]): Loss: 0.10021702354804841 Acc: 26001
(train)===> Epoch[163/1000]): Loss: 0.10204307296072222 Acc: 25969
(train)===> Epoch[164/1000]): Loss: 0.09933633935104641 Acc: 26010
(train)===> Epoch[165/1000]): Loss: 0.10024798607935954 Acc: 25997
(train)===> Epoch[166/1000]): Loss: 0.09901227032203859 Acc: 25989
(train)===> Epoch[167/1000]): Loss: 0.1006207314503519 Acc: 26000
(train)===> Epoch[168/1000]): Loss: 0.09664497156173989 Acc: 26034
(train)===> Epoch[169/1000]): Loss: 0.09782404200375218 Acc: 26009
(train)===> Epoch[170/1000]): Loss: 0.09828860586566622 Acc: 26025
(train)===> Epoch[171/1000]): Loss: 0.09646203027343528 Acc: 26049
(validation)===> Epoch[171/1000]): Acc: 0.9491185897435898
(train)===> Epoch[172/1000]): Loss: 0.09831742514942435 Acc: 26016
(train)===> Epoch[173/1000]): Loss: 0.09550729533325598 Acc: 26042
(train)===> Epoch[174/1000]): Loss: 0.09696173460406395 Acc: 26024
(train)===> Epoch[175/1000]): Loss: 0.0977905794995839 Acc: 26032
(train)===> Epoch[176/1000]): Loss: 0.09533092783954253 Acc: 26040
(train)===> Epoch[177/1000]): Loss: 0.09602360857646222 Acc: 26027
(train)===> Epoch[178/1000]): Loss: 0.0987195765373967 Acc: 25984
(train)===> Epoch[179/1000]): Loss: 0.09397309846211567 Acc: 26027
(train)===> Epoch[180/1000]): Loss: 0.0967953062733534 Acc: 26026
(train)===> Epoch[181/1000]): Loss: 0.09666363861756902 Acc: 26025
(validation)===> Epoch[181/1000]): Acc: 0.9491185897435898
(train)===> Epoch[182/1000]): Loss: 0.09367790656726172 Acc: 26041
(train)===> Epoch[183/1000]): Loss: 0.09373232086284211 Acc: 26060
(train)===> Epoch[184/1000]): Loss: 0.09846364748343435 Acc: 25999
(train)===> Epoch[185/1000]): Loss: 0.09719910491213678 Acc: 25988
(train)===> Epoch[186/1000]): Loss: 0.09451368350907269 Acc: 26031
(train)===> Epoch[187/1000]): Loss: 0.09711628043559563 Acc: 26024
(train)===> Epoch[188/1000]): Loss: 0.09156666525513503 Acc: 26065
(train)===> Epoch[189/1000]): Loss: 0.09358276970100515 Acc: 26082
(train)===> Epoch[190/1000]): Loss: 0.09150987840091664 Acc: 26055
(train)===> Epoch[191/1000]): Loss: 0.09407057377980967 Acc: 26084
(validation)===> Epoch[191/1000]): Acc: 0.9503205128205128
(train)===> Epoch[192/1000]): Loss: 0.09406745157507641 Acc: 26063
(train)===> Epoch[193/1000]): Loss: 0.0907330486985397 Acc: 26059
(train)===> Epoch[194/1000]): Loss: 0.09412667741932654 Acc: 26033
(train)===> Epoch[195/1000]): Loss: 0.08981743084395087 Acc: 26118
(train)===> Epoch[196/1000]): Loss: 0.09398792755531239 Acc: 26063
(train)===> Epoch[197/1000]): Loss: 0.09022963845177676 Acc: 26055
(train)===> Epoch[198/1000]): Loss: 0.09169920550929177 Acc: 26075
(train)===> Epoch[199/1000]): Loss: 0.0905814394819376 Acc: 26058
(train)===> Epoch[200/1000]): Loss: 0.09128669234359914 Acc: 26067
(train)===> Epoch[201/1000]): Loss: 0.09064543823050142 Acc: 26074
(validation)===> Epoch[201/1000]): Acc: 0.9499198717948718
(train)===> Epoch[202/1000]): Loss: 0.09184103646269172 Acc: 26076
(train)===> Epoch[203/1000]): Loss: 0.0877523841270003 Acc: 26125
(train)===> Epoch[204/1000]): Loss: 0.08928538277090455 Acc: 26116
(train)===> Epoch[205/1000]): Loss: 0.08523131022561617 Acc: 26141
(train)===> Epoch[206/1000]): Loss: 0.09008621910671005 Acc: 26115
(train)===> Epoch[207/1000]): Loss: 0.08835689295879667 Acc: 26118
(train)===> Epoch[208/1000]): Loss: 0.09124480498923679 Acc: 26103
(train)===> Epoch[209/1000]): Loss: 0.09317179134606678 Acc: 26070
(train)===> Epoch[210/1000]): Loss: 0.09025237742466334 Acc: 26069
(train)===> Epoch[211/1000]): Loss: 0.0888240058616582 Acc: 26118
(validation)===> Epoch[211/1000]): Acc: 0.9499198717948718
(train)===> Epoch[212/1000]): Loss: 0.08839073146067357 Acc: 26122
(train)===> Epoch[213/1000]): Loss: 0.0901500236800477 Acc: 26062
(train)===> Epoch[214/1000]): Loss: 0.08524222120492234 Acc: 26101
(train)===> Epoch[215/1000]): Loss: 0.08954716501469924 Acc: 26075
(train)===> Epoch[216/1000]): Loss: 0.0861834466917499 Acc: 26109
(train)===> Epoch[217/1000]): Loss: 0.0848642457652652 Acc: 26125
(train)===> Epoch[218/1000]): Loss: 0.08546869930393125 Acc: 26124
(train)===> Epoch[219/1000]): Loss: 0.08853907228255034 Acc: 26111
(train)===> Epoch[220/1000]): Loss: 0.08564203808132807 Acc: 26109
(train)===> Epoch[221/1000]): Loss: 0.08693459322299982 Acc: 26119
(validation)===> Epoch[221/1000]): Acc: 0.952323717948718
(train)===> Epoch[222/1000]): Loss: 0.08694279084375879 Acc: 26075
(train)===> Epoch[223/1000]): Loss: 0.08600279226934547 Acc: 26095
(train)===> Epoch[224/1000]): Loss: 0.08633479560701052 Acc: 26133
(train)===> Epoch[225/1000]): Loss: 0.08726279055279394 Acc: 26119
(train)===> Epoch[226/1000]): Loss: 0.0859480638194148 Acc: 26117
(train)===> Epoch[227/1000]): Loss: 0.08196215407874193 Acc: 26167
(train)===> Epoch[228/1000]): Loss: 0.08597059698439156 Acc: 26112
(train)===> Epoch[229/1000]): Loss: 0.08829616209284154 Acc: 26085
(train)===> Epoch[230/1000]): Loss: 0.08748443626672596 Acc: 26123
(train)===> Epoch[231/1000]): Loss: 0.08323450816127163 Acc: 26147
(validation)===> Epoch[231/1000]): Acc: 0.9551282051282052
(train)===> Epoch[232/1000]): Loss: 0.08428558689761123 Acc: 26147
(train)===> Epoch[233/1000]): Loss: 0.08533223064488026 Acc: 26129
(train)===> Epoch[234/1000]): Loss: 0.0868329413062639 Acc: 26123
(train)===> Epoch[235/1000]): Loss: 0.08563870056631864 Acc: 26110
(train)===> Epoch[236/1000]): Loss: 0.08631254648767642 Acc: 26117
(train)===> Epoch[237/1000]): Loss: 0.08308103833692668 Acc: 26141
(train)===> Epoch[238/1000]): Loss: 0.08587111741959202 Acc: 26109
(train)===> Epoch[239/1000]): Loss: 0.08263926908170309 Acc: 26154
(train)===> Epoch[240/1000]): Loss: 0.08632013438636714 Acc: 26125
(train)===> Epoch[241/1000]): Loss: 0.08301859187524134 Acc: 26166
(validation)===> Epoch[241/1000]): Acc: 0.9587339743589743
(train)===> Epoch[242/1000]): Loss: 0.08506389836296262 Acc: 26151
(train)===> Epoch[243/1000]): Loss: 0.07900913561099254 Acc: 26200
(train)===> Epoch[244/1000]): Loss: 0.08340720507159223 Acc: 26144
(train)===> Epoch[245/1000]): Loss: 0.08196143947338193 Acc: 26161
(train)===> Epoch[246/1000]): Loss: 0.07752641215654985 Acc: 26204
(train)===> Epoch[247/1000]): Loss: 0.08159016153051771 Acc: 26153
(train)===> Epoch[248/1000]): Loss: 0.08047475426229973 Acc: 26200
(train)===> Epoch[249/1000]): Loss: 0.08460217270327644 Acc: 26155
(train)===> Epoch[250/1000]): Loss: 0.08478612816204581 Acc: 26159
(train)===> Epoch[251/1000]): Loss: 0.08037226182583392 Acc: 26171
(validation)===> Epoch[251/1000]): Acc: 0.9503205128205128
(train)===> Epoch[252/1000]): Loss: 0.08315676238140059 Acc: 26144
(train)===> Epoch[253/1000]): Loss: 0.08383308132256505 Acc: 26144
(train)===> Epoch[254/1000]): Loss: 0.08045363126680999 Acc: 26159
(train)===> Epoch[255/1000]): Loss: 0.08470811842854471 Acc: 26124
(train)===> Epoch[256/1000]): Loss: 0.08227765770748503 Acc: 26156
(train)===> Epoch[257/1000]): Loss: 0.08203842547985414 Acc: 26180
(train)===> Epoch[258/1000]): Loss: 0.08134771873090511 Acc: 26171
(train)===> Epoch[259/1000]): Loss: 0.07696028971810097 Acc: 26232
(train)===> Epoch[260/1000]): Loss: 0.07697649926805507 Acc: 26207
(train)===> Epoch[261/1000]): Loss: 0.07918965119664997 Acc: 26167
(validation)===> Epoch[261/1000]): Acc: 0.9499198717948718
(train)===> Epoch[262/1000]): Loss: 0.07995096913974667 Acc: 26201
(train)===> Epoch[263/1000]): Loss: 0.07988278470234392 Acc: 26201
(train)===> Epoch[264/1000]): Loss: 0.08066512761757026 Acc: 26183
(train)===> Epoch[265/1000]): Loss: 0.07830786911633547 Acc: 26221
(train)===> Epoch[266/1000]): Loss: 0.07738014697064068 Acc: 26231
(train)===> Epoch[267/1000]): Loss: 0.08064955716505821 Acc: 26161
(train)===> Epoch[268/1000]): Loss: 0.07818938154647578 Acc: 26177
(train)===> Epoch[269/1000]): Loss: 0.07672540293541913 Acc: 26221
(train)===> Epoch[270/1000]): Loss: 0.08049564924967112 Acc: 26192
(train)===> Epoch[271/1000]): Loss: 0.07767820487245737 Acc: 26199
(validation)===> Epoch[271/1000]): Acc: 0.9491185897435898
(train)===> Epoch[272/1000]): Loss: 0.0774138954837504 Acc: 26214
(train)===> Epoch[273/1000]): Loss: 0.08124701240080061 Acc: 26183
(train)===> Epoch[274/1000]): Loss: 0.07828128008025911 Acc: 26197
(train)===> Epoch[275/1000]): Loss: 0.0785028971798027 Acc: 26208
(train)===> Epoch[276/1000]): Loss: 0.07963304483550747 Acc: 26175
(train)===> Epoch[277/1000]): Loss: 0.07289456926295061 Acc: 26245
(train)===> Epoch[278/1000]): Loss: 0.07931629503300673 Acc: 26194
(train)===> Epoch[279/1000]): Loss: 0.07356467078862414 Acc: 26238
(train)===> Epoch[280/1000]): Loss: 0.0791195063451371 Acc: 26185
(train)===> Epoch[281/1000]): Loss: 0.07775744434552286 Acc: 26201
(validation)===> Epoch[281/1000]): Acc: 0.952323717948718
(train)===> Epoch[282/1000]): Loss: 0.07520605408256953 Acc: 26230
(train)===> Epoch[283/1000]): Loss: 0.07747150639695888 Acc: 26220
(train)===> Epoch[284/1000]): Loss: 0.07752504905645947 Acc: 26209
(train)===> Epoch[285/1000]): Loss: 0.07668012195220326 Acc: 26193
(train)===> Epoch[286/1000]): Loss: 0.0801739134602337 Acc: 26152
(train)===> Epoch[287/1000]): Loss: 0.07721998893839443 Acc: 26210
(train)===> Epoch[288/1000]): Loss: 0.0770019929581753 Acc: 26210
(train)===> Epoch[289/1000]): Loss: 0.07788464675863185 Acc: 26190
(train)===> Epoch[290/1000]): Loss: 0.07642745848461945 Acc: 26222
(train)===> Epoch[291/1000]): Loss: 0.07966374748800119 Acc: 26194
(validation)===> Epoch[291/1000]): Acc: 0.9515224358974359
(train)===> Epoch[292/1000]): Loss: 0.07144421988969886 Acc: 26264
(train)===> Epoch[293/1000]): Loss: 0.07829285332503898 Acc: 26209
(train)===> Epoch[294/1000]): Loss: 0.07533471726407595 Acc: 26219
(train)===> Epoch[295/1000]): Loss: 0.07746681509508511 Acc: 26198
(train)===> Epoch[296/1000]): Loss: 0.0775357813999109 Acc: 26204
(train)===> Epoch[297/1000]): Loss: 0.07636775121959972 Acc: 26210
(train)===> Epoch[298/1000]): Loss: 0.0728155310683819 Acc: 26260
(train)===> Epoch[299/1000]): Loss: 0.07564430248607264 Acc: 26229
(train)===> Epoch[300/1000]): Loss: 0.07432490616213891 Acc: 26237
(train)===> Epoch[301/1000]): Loss: 0.07648102597791402 Acc: 26224
(validation)===> Epoch[301/1000]): Acc: 0.9515224358974359
(train)===> Epoch[302/1000]): Loss: 0.07430182508637596 Acc: 26250
(train)===> Epoch[303/1000]): Loss: 0.07476094466547817 Acc: 26236
(train)===> Epoch[304/1000]): Loss: 0.07028462317044405 Acc: 26282
(train)===> Epoch[305/1000]): Loss: 0.07426866447230066 Acc: 26231
(train)===> Epoch[306/1000]): Loss: 0.0742618718899061 Acc: 26221
(train)===> Epoch[307/1000]): Loss: 0.07153981879813652 Acc: 26275
(train)===> Epoch[308/1000]): Loss: 0.07391492411994205 Acc: 26238
(train)===> Epoch[309/1000]): Loss: 0.0741369839881562 Acc: 26220
(train)===> Epoch[310/1000]): Loss: 0.07314925350363842 Acc: 26221
(train)===> Epoch[311/1000]): Loss: 0.07056951070217657 Acc: 26262
(validation)===> Epoch[311/1000]): Acc: 0.9475160256410257
(train)===> Epoch[312/1000]): Loss: 0.07158910912282396 Acc: 26276
(train)===> Epoch[313/1000]): Loss: 0.07208704927299088 Acc: 26245
(train)===> Epoch[314/1000]): Loss: 0.07198317035271688 Acc: 26273
(train)===> Epoch[315/1000]): Loss: 0.07170375363985322 Acc: 26253
(train)===> Epoch[316/1000]): Loss: 0.07377569763224369 Acc: 26223
(train)===> Epoch[317/1000]): Loss: 0.07599377120687956 Acc: 26224
(train)===> Epoch[318/1000]): Loss: 0.07065515729627458 Acc: 26262
(train)===> Epoch[319/1000]): Loss: 0.07296472732110432 Acc: 26244
(train)===> Epoch[320/1000]): Loss: 0.07155970542640773 Acc: 26257
(train)===> Epoch[321/1000]): Loss: 0.07247869585001414 Acc: 26245
(validation)===> Epoch[321/1000]): Acc: 0.9563301282051282
(train)===> Epoch[322/1000]): Loss: 0.07186386788445312 Acc: 26238
(train)===> Epoch[323/1000]): Loss: 0.07096056936025583 Acc: 26248
(train)===> Epoch[324/1000]): Loss: 0.07478338446149561 Acc: 26242
(train)===> Epoch[325/1000]): Loss: 0.07142124539396043 Acc: 26264
(train)===> Epoch[326/1000]): Loss: 0.06931561546957649 Acc: 26307
(train)===> Epoch[327/1000]): Loss: 0.07107355165120541 Acc: 26256
(train)===> Epoch[328/1000]): Loss: 0.07265513449367546 Acc: 26247
(train)===> Epoch[329/1000]): Loss: 0.076339102159929 Acc: 26211
(train)===> Epoch[330/1000]): Loss: 0.07283869694869727 Acc: 26262
(train)===> Epoch[331/1000]): Loss: 0.07172618409831102 Acc: 26247
(validation)===> Epoch[331/1000]): Acc: 0.9543269230769231
(train)===> Epoch[332/1000]): Loss: 0.06871014326366189 Acc: 26287
(train)===> Epoch[333/1000]): Loss: 0.06991138253936148 Acc: 26252
(train)===> Epoch[334/1000]): Loss: 0.07115717210326868 Acc: 26261
(train)===> Epoch[335/1000]): Loss: 0.06931489827708645 Acc: 26302
(train)===> Epoch[336/1000]): Loss: 0.07211401292638336 Acc: 26279
(train)===> Epoch[337/1000]): Loss: 0.07134799955018978 Acc: 26248
(train)===> Epoch[338/1000]): Loss: 0.06956596967969932 Acc: 26302
(train)===> Epoch[339/1000]): Loss: 0.06978424967901509 Acc: 26284
